PAGE N°;JUZ;"ROUB' /
QUARTER";SURAH;"STARTING 
AT VERSE";"ENDING 
AT VERSE";;;;;;;;;;;;;;;;;;;;
478;18;1;;;;;;;;;;;;;;;;;;;;;;;
479;18;1;;;;;;;;;;;;;;;;;;;;;;;
480;18;1;;;;;;;;;;;;;;;;;;;;;;;
481;18;1;;;;;;;;;;;;;;;;;;;;;;;
482;18;1;;;;;;;;;;;;;;;;;;;;;;;
483;18;1;;;;;;;;;;;;;;;;;;;;;;;
484;18;2;;;;;;;;;;;;;;;;;;;;;;;
485;18;2;;;;;;;;;;;;;;;;;;;;;;;
486;18;2;;;;;;;;;;;;;;;;;;;;;;;
487;18;2;;;;;;;;;;;;;;;;;;;;;;;
488;18;2;;;;;;;;;;;;;;;;;;;;;;;
489;18;2;;;;;;;;;;;;;;;;;;;;;;;
490;18;2;;;;;;;;;;;;;;;;;;;;;;;
491;18;3;;;;;;;;;;;;;;;;;;;;;;;
492;18;3;;;;;;;;;;;;;;;;;;;;;;;
493;18;3;;;;;;;;;;;;;;;;;;;;;;;
494;18;3;;;;;;;;;;;;;;;;;;;;;;;
495;18;3;;;;;;;;;;;;;;;;;;;;;;;
496;18;3;;;;;;;;;;;;;;;;;;;;;;;
497;18;4;;;;;;;;;;;;;;;;;;;;;;;
498;18;4;;;;;;;;;;;;;;;;;;;;;;;
499;18;4;;;;;;;;;;;;;;;;;;;;;;;
500;18;4;;;;;;;;;;;;;;;;;;;;;;;
501;18;4;;;;;;;;;;;;;;;;;;;;;;;
502;18;4;;;;;;;;;;;;;;;;;;;;;;;
503;18;4;;;;;;;;;;;;;;;;;;;;;;;
504;18;4;;;;;;;;;;;;;;;;;;;;;;;
505;19;1;;;;;;;;;;;;;;;;;;;;;;;
506;19;1;;;;;;;;;;;;;;;;;;;;;;;
507;19;1;;;;;;;;;;;;;;;;;;;;;;;
508;19;1;;;;;;;;;;;;;;;;;;;;;;;
509;19;1;;;;;;;;;;;;;;;;;;;;;;;
510;19;1;;;;;;;;;;;;;;;;;;;;;;;
511;19;2;;;;;;;;;;;;;;;;;;;;;;;
512;19;2;;;;;;;;;;;;;;;;;;;;;;;
513;19;2;;;;;;;;;;;;;;;;;;;;;;;
514;19;2;;;;;;;;;;;;;;;;;;;;;;;
515;19;2;;;;;;;;;;;;;;;;;;;;;;;
516;19;2;;;;;;;;;;;;;;;;;;;;;;;
517;19;2;;;;;;;;;;;;;;;;;;;;;;;
518;19;3;;;;;;;;;;;;;;;;;;;;;;;
519;19;3;;;;;;;;;;;;;;;;;;;;;;;
520;19;3;;;;;;;;;;;;;;;;;;;;;;;
521;19;3;;;;;;;;;;;;;;;;;;;;;;;
522;19;3;;;;;;;;;;;;;;;;;;;;;;;
523;19;3;;;;;;;;;;;;;;;;;;;;;;;
524;19;3;;;;;;;;;;;;;;;;;;;;;;;
525;19;3;;;;;;;;;;;;;;;;;;;;;;;
526;19;4;;;;;;;;;;;;;;;;;;;;;;;
527;19;4;;;;;;;;;;;;;;;;;;;;;;;
528;19;4;;;;;;;;;;;;;;;;;;;;;;;
529;19;4;;;;;;;;;;;;;;;;;;;;;;;
530;19;4;;;;;;;;;;;;;;;;;;;;;;;
531;19;4;;;;;;;;;;;;;;;;;;;;;;;
532;19;4;;;;;;;;;;;;;;;;;;;;;;;
533;20;1;;;;;;;;;;;;;;;;;;;;;;;
534;20;1;;;;;;;;;;;;;;;;;;;;;;;
535;20;1;;;;;;;;;;;;;;;;;;;;;;;
536;20;1;;;;;;;;;;;;;;;;;;;;;;;
537;20;1;;;;;;;;;;;;;;;;;;;;;;;
538;20;2;;;;;;;;;;;;;;;;;;;;;;;
539;20;2;;;;;;;;;;;;;;;;;;;;;;;
540;20;2;;;;;;;;;;;;;;;;;;;;;;;
541;20;2;;;;;;;;;;;;;;;;;;;;;;;
542;20;2;;;;;;;;;;;;;;;;;;;;;;;
543;20;2;;;;;;;;;;;;;;;;;;;;;;;
544;20;2;;;;;;;;;;;;;;;;;;;;;;;
545;20;2;;;;;;;;;;;;;;;;;;;;;;;
546;20;2;;;;;;;;;;;;;;;;;;;;;;;
547;20;3;;;;;;;;;;;;;;;;;;;;;;;
548;20;3;;;;;;;;;;;;;;;;;;;;;;;
549;20;3;;;;;;;;;;;;;;;;;;;;;;;
550;20;3;;;;;;;;;;;;;;;;;;;;;;;
551;20;3;;;;;;;;;;;;;;;;;;;;;;;
552;20;4;;;;;;;;;;;;;;;;;;;;;;;
553;20;4;;;;;;;;;;;;;;;;;;;;;;;
554;20;4;;;;;;;;;;;;;;;;;;;;;;;
555;20;4;;;;;;;;;;;;;;;;;;;;;;;
556;20;4;;;;;;;;;;;;;;;;;;;;;;;
557;20;4;;;;;;;;;;;;;;;;;;;;;;;
558;20;4;;;;;;;;;;;;;;;;;;;;;;;
559;21;1;;;;;;;;;;;;;;;;;;;;;;;
560;21;1;;;;;;;;;;;;;;;;;;;;;;;
561;21;1;;;;;;;;;;;;;;;;;;;;;;;
562;21;1;;;;;;;;;;;;;;;;;;;;;;;
563;21;1;;;;;;;;;;;;;;;;;;;;;;;
564;21;1;;;;;;;;;;;;;;;;;;;;;;;
565;21;1;;;;;;;;;;;;;;;;;;;;;;;
566;21;2;;;;;;;;;;;;;;;;;;;;;;;
567;21;2;;;;;;;;;;;;;;;;;;;;;;;
568;21;2;;;;;;;;;;;;;;;;;;;;;;;
569;21;2;;;;;;;;;;;;;;;;;;;;;;;
570;21;2;;;;;;;;;;;;;;;;;;;;;;;
571;21;2;;;;;;;;;;;;;;;;;;;;;;;
572;21;2;;;;;;;;;;;;;;;;;;;;;;;
573;21;2;;;;;;;;;;;;;;;;;;;;;;;
574;21;3;;;;;;;;;;;;;;;;;;;;;;;
575;21;3;;;;;;;;;;;;;;;;;;;;;;;
576;21;3;;;;;;;;;;;;;;;;;;;;;;;
577;21;3;;;;;;;;;;;;;;;;;;;;;;;
578;21;3;;;;;;;;;;;;;;;;;;;;;;;
579;21;3;;;;;;;;;;;;;;;;;;;;;;;
580;21;3;;;;;;;;;;;;;;;;;;;;;;;
581;21;4;;;;;;;;;;;;;;;;;;;;;;;
582;21;4;;;;;;;;;;;;;;;;;;;;;;;
583;21;4;;;;;;;;;;;;;;;;;;;;;;;
584;21;4;;;;;;;;;;;;;;;;;;;;;;;
585;21;4;;;;;;;;;;;;;;;;;;;;;;;
586;21;4;;;;;;;;;;;;;;;;;;;;;;;
587;22;1;;;;;;;;;;;;;;;;;;;;;;;
588;22;1;;;;;;;;;;;;;;;;;;;;;;;
589;22;1;;;;;;;;;;;;;;;;;;;;;;;
590;22;1;;;;;;;;;;;;;;;;;;;;;;;
591;22;1;;;;;;;;;;;;;;;;;;;;;;;
592;22;1;;;;;;;;;;;;;;;;;;;;;;;
593;22;1;;;;;;;;;;;;;;;;;;;;;;;
594;22;2;;;;;;;;;;;;;;;;;;;;;;;
595;22;2;;;;;;;;;;;;;;;;;;;;;;;
596;22;2;;;;;;;;;;;;;;;;;;;;;;;
597;22;2;;;;;;;;;;;;;;;;;;;;;;;
598;22;2;;;;;;;;;;;;;;;;;;;;;;;
599;22;3;;;;;;;;;;;;;;;;;;;;;;;
600;22;3;;;;;;;;;;;;;;;;;;;;;;;
601;22;3;;;;;;;;;;;;;;;;;;;;;;;
602;22;3;;;;;;;;;;;;;;;;;;;;;;;
603;22;3;;;;;;;;;;;;;;;;;;;;;;;
604;22;3;;;;;;;;;;;;;;;;;;;;;;;
605;22;3;;;;;;;;;;;;;;;;;;;;;;;
606;22;4;;;;;;;;;;;;;;;;;;;;;;;
607;22;4;;;;;;;;;;;;;;;;;;;;;;;
608;22;4;;;;;;;;;;;;;;;;;;;;;;;
609;22;4;;;;;;;;;;;;;;;;;;;;;;;
610;22;4;;;;;;;;;;;;;;;;;;;;;;;
611;22;4;;;;;;;;;;;;;;;;;;;;;;;
612;22;4;;;;;;;;;;;;;;;;;;;;;;;
613;23;1;;;;;;;;;;;;;;;;;;;;;;;
614;23;1;;;;;;;;;;;;;;;;;;;;;;;
615;23;1;;;;;;;;;;;;;;;;;;;;;;;
616;23;1;;;;;;;;;;;;;;;;;;;;;;;
617;23;1;;;;;;;;;;;;;;;;;;;;;;;
618;23;1;;;;;;;;;;;;;;;;;;;;;;;
619;23;1;;;;;;;;;;;;;;;;;;;;;;;
620;23;1;;;;;;;;;;;;;;;;;;;;;;;
621;23;1;;;;;;;;;;;;;;;;;;;;;;;
622;23;2;;;;;;;;;;;;;;;;;;;;;;;
623;23;2;;;;;;;;;;;;;;;;;;;;;;;
624;23;2;;;;;;;;;;;;;;;;;;;;;;;
625;23;2;;;;;;;;;;;;;;;;;;;;;;;
626;23;2;;;;;;;;;;;;;;;;;;;;;;;
627;23;2;;;;;;;;;;;;;;;;;;;;;;;
628;23;3;;;;;;;;;;;;;;;;;;;;;;;
629;23;3;;;;;;;;;;;;;;;;;;;;;;;
630;23;3;;;;;;;;;;;;;;;;;;;;;;;
631;23;3;;;;;;;;;;;;;;;;;;;;;;;
632;23;3;;;;;;;;;;;;;;;;;;;;;;;
633;23;3;;;;;;;;;;;;;;;;;;;;;;;
634;23;4;;;;;;;;;;;;;;;;;;;;;;;
635;23;4;;;;;;;;;;;;;;;;;;;;;;;
636;23;4;;;;;;;;;;;;;;;;;;;;;;;
637;23;4;;;;;;;;;;;;;;;;;;;;;;;
638;23;4;;;;;;;;;;;;;;;;;;;;;;;
639;23;4;;;;;;;;;;;;;;;;;;;;;;;
640;23;4;;;;;;;;;;;;;;;;;;;;;;;
641;24;1;;;;;;;;;;;;;;;;;;;;;;;
642;24;1;;;;;;;;;;;;;;;;;;;;;;;
643;24;1;;;;;;;;;;;;;;;;;;;;;;;
644;24;1;;;;;;;;;;;;;;;;;;;;;;;
645;24;1;;;;;;;;;;;;;;;;;;;;;;;
646;24;1;;;;;;;;;;;;;;;;;;;;;;;
647;24;2;;;;;;;;;;;;;;;;;;;;;;;
648;24;2;;;;;;;;;;;;;;;;;;;;;;;
649;24;2;;;;;;;;;;;;;;;;;;;;;;;
650;24;2;;;;;;;;;;;;;;;;;;;;;;;
651;24;2;;;;;;;;;;;;;;;;;;;;;;;
652;24;2;;;;;;;;;;;;;;;;;;;;;;;
653;24;2;;;;;;;;;;;;;;;;;;;;;;;
654;24;3;;;;;;;;;;;;;;;;;;;;;;;
655;24;3;;;;;;;;;;;;;;;;;;;;;;;
656;24;3;;;;;;;;;;;;;;;;;;;;;;;
657;24;3;;;;;;;;;;;;;;;;;;;;;;;
658;24;3;;;;;;;;;;;;;;;;;;;;;;;
659;24;3;;;;;;;;;;;;;;;;;;;;;;;
660;24;4;;;;;;;;;;;;;;;;;;;;;;;
661;24;4;;;;;;;;;;;;;;;;;;;;;;;
662;24;4;;;;;;;;;;;;;;;;;;;;;;;
663;24;4;;;;;;;;;;;;;;;;;;;;;;;
664;24;4;;;;;;;;;;;;;;;;;;;;;;;
665;24;4;;;;;;;;;;;;;;;;;;;;;;;
666;24;4;;;;;;;;;;;;;;;;;;;;;;;
667;25;1;;;;;;;;;;;;;;;;;;;;;;;
668;25;1;;;;;;;;;;;;;;;;;;;;;;;
669;25;1;;;;;;;;;;;;;;;;;;;;;;;
670;25;1;;;;;;;;;;;;;;;;;;;;;;;
671;25;1;;;;;;;;;;;;;;;;;;;;;;;
672;25;1;;;;;;;;;;;;;;;;;;;;;;;
673;25;1;;;;;;;;;;;;;;;;;;;;;;;
674;25;2;;;;;;;;;;;;;;;;;;;;;;;
675;25;2;;;;;;;;;;;;;;;;;;;;;;;
676;25;2;;;;;;;;;;;;;;;;;;;;;;;
677;25;2;;;;;;;;;;;;;;;;;;;;;;;
678;25;2;;;;;;;;;;;;;;;;;;;;;;;
679;25;2;;;;;;;;;;;;;;;;;;;;;;;
680;25;3;;;;;;;;;;;;;;;;;;;;;;;
681;25;3;;;;;;;;;;;;;;;;;;;;;;;
682;25;3;;;;;;;;;;;;;;;;;;;;;;;
683;25;3;;;;;;;;;;;;;;;;;;;;;;;
684;25;3;;;;;;;;;;;;;;;;;;;;;;;
685;25;3;;;;;;;;;;;;;;;;;;;;;;;
686;25;3;;;;;;;;;;;;;;;;;;;;;;;
687;25;3;;;;;;;;;;;;;;;;;;;;;;;
688;25;4;;;;;;;;;;;;;;;;;;;;;;;
689;25;4;;;;;;;;;;;;;;;;;;;;;;;
690;25;4;;;;;;;;;;;;;;;;;;;;;;;
691;25;4;;;;;;;;;;;;;;;;;;;;;;;
692;25;4;;;;;;;;;;;;;;;;;;;;;;;
693;25;4;;;;;;;;;;;;;;;;;;;;;;;
694;25;4;;;;;;;;;;;;;;;;;;;;;;;
695;25;4;;;;;;;;;;;;;;;;;;;;;;;
696;25;4;;;;;;;;;;;;;;;;;;;;;;;
697;26;1;;;;;;;;;;;;;;;;;;;;;;;
698;26;1;;;;;;;;;;;;;;;;;;;;;;;
699;26;1;;;;;;;;;;;;;;;;;;;;;;;
700;26;1;;;;;;;;;;;;;;;;;;;;;;;
701;26;1;;;;;;;;;;;;;;;;;;;;;;;
702;26;1;;;;;;;;;;;;;;;;;;;;;;;
703;26;1;;;;;;;;;;;;;;;;;;;;;;;
704;26;2;;;;;;;;;;;;;;;;;;;;;;;
705;26;2;;;;;;;;;;;;;;;;;;;;;;;
706;26;2;;;;;;;;;;;;;;;;;;;;;;;
707;26;2;;;;;;;;;;;;;;;;;;;;;;;
708;26;2;;;;;;;;;;;;;;;;;;;;;;;
709;26;2;;;;;;;;;;;;;;;;;;;;;;;
710;26;2;;;;;;;;;;;;;;;;;;;;;;;
711;26;2;;;;;;;;;;;;;;;;;;;;;;;
712;26;2;;;;;;;;;;;;;;;;;;;;;;;
713;26;3;;;;;;;;;;;;;;;;;;;;;;;
714;26;3;;;;;;;;;;;;;;;;;;;;;;;
715;26;3;;;;;;;;;;;;;;;;;;;;;;;
716;26;3;;;;;;;;;;;;;;;;;;;;;;;
717;26;3;;;;;;;;;;;;;;;;;;;;;;;
718;26;4;;;;;;;;;;;;;;;;;;;;;;;
719;26;4;;;;;;;;;;;;;;;;;;;;;;;
720;26;4;;;;;;;;;;;;;;;;;;;;;;;
721;26;4;;;;;;;;;;;;;;;;;;;;;;;
722;26;4;;;;;;;;;;;;;;;;;;;;;;;
723;26;4;;;;;;;;;;;;;;;;;;;;;;;
724;26;4;;;;;;;;;;;;;;;;;;;;;;;
725;26;4;;;;;;;;;;;;;;;;;;;;;;;
726;26;4;;;;;;;;;;;;;;;;;;;;;;;
727;27;1;;;;;;;;;;;;;;;;;;;;;;;
728;27;1;;;;;;;;;;;;;;;;;;;;;;;
729;27;1;;;;;;;;;;;;;;;;;;;;;;;
730;27;1;;;;;;;;;;;;;;;;;;;;;;;
731;27;1;;;;;;;;;;;;;;;;;;;;;;;
732;27;1;;;;;;;;;;;;;;;;;;;;;;;
733;27;1;;;;;;;;;;;;;;;;;;;;;;;
734;27;1;;;;;;;;;;;;;;;;;;;;;;;
735;27;2;;;;;;;;;;;;;;;;;;;;;;;
736;27;2;;;;;;;;;;;;;;;;;;;;;;;
737;27;2;;;;;;;;;;;;;;;;;;;;;;;
738;27;2;;;;;;;;;;;;;;;;;;;;;;;
739;27;2;;;;;;;;;;;;;;;;;;;;;;;
740;27;2;;;;;;;;;;;;;;;;;;;;;;;
741;27;3;;;;;;;;;;;;;;;;;;;;;;;
742;27;3;;;;;;;;;;;;;;;;;;;;;;;
743;27;3;;;;;;;;;;;;;;;;;;;;;;;
744;27;3;;;;;;;;;;;;;;;;;;;;;;;
745;27;3;;;;;;;;;;;;;;;;;;;;;;;
746;27;3;;;;;;;;;;;;;;;;;;;;;;;
747;27;3;;;;;;;;;;;;;;;;;;;;;;;
748;27;4;;;;;;;;;;;;;;;;;;;;;;;
749;27;4;;;;;;;;;;;;;;;;;;;;;;;
750;27;4;;;;;;;;;;;;;;;;;;;;;;;
751;27;4;;;;;;;;;;;;;;;;;;;;;;;
752;27;4;;;;;;;;;;;;;;;;;;;;;;;
753;27;4;;;;;;;;;;;;;;;;;;;;;;;
754;27;4;;;;;;;;;;;;;;;;;;;;;;;
755;27;4;;;;;;;;;;;;;;;;;;;;;;;
756;27;4;;;;;;;;;;;;;;;;;;;;;;;
757;28;1;;;;;;;;;;;;;;;;;;;;;;;
758;28;1;;;;;;;;;;;;;;;;;;;;;;;
759;28;1;;;;;;;;;;;;;;;;;;;;;;;
760;28;1;;;;;;;;;;;;;;;;;;;;;;;
761;28;1;;;;;;;;;;;;;;;;;;;;;;;
762;28;1;;;;;;;;;;;;;;;;;;;;;;;
763;28;1;;;;;;;;;;;;;;;;;;;;;;;
764;28;2;;;;;;;;;;;;;;;;;;;;;;;
765;28;2;;;;;;;;;;;;;;;;;;;;;;;
766;28;2;;;;;;;;;;;;;;;;;;;;;;;
767;28;2;;;;;;;;;;;;;;;;;;;;;;;
768;28;2;;;;;;;;;;;;;;;;;;;;;;;
769;28;2;;;;;;;;;;;;;;;;;;;;;;;
770;28;3;;;;;;;;;;;;;;;;;;;;;;;
771;28;3;;;;;;;;;;;;;;;;;;;;;;;
772;28;3;;;;;;;;;;;;;;;;;;;;;;;
773;28;3;;;;;;;;;;;;;;;;;;;;;;;
774;28;3;;;;;;;;;;;;;;;;;;;;;;;
775;28;3;;;;;;;;;;;;;;;;;;;;;;;
776;28;3;;;;;;;;;;;;;;;;;;;;;;;
777;28;3;;;;;;;;;;;;;;;;;;;;;;;
778;28;4;;;;;;;;;;;;;;;;;;;;;;;
779;28;4;;;;;;;;;;;;;;;;;;;;;;;
780;28;4;;;;;;;;;;;;;;;;;;;;;;;
781;28;4;;;;;;;;;;;;;;;;;;;;;;;
782;28;4;;;;;;;;;;;;;;;;;;;;;;;
783;28;4;;;;;;;;;;;;;;;;;;;;;;;
784;28;4;;;;;;;;;;;;;;;;;;;;;;;
785;28;4;;;;;;;;;;;;;;;;;;;;;;;
786;28;4;;;;;;;;;;;;;;;;;;;;;;;
787;29;1;;;;;;;;;;;;;;;;;;;;;;;
788;29;1;;;;;;;;;;;;;;;;;;;;;;;
789;29;1;;;;;;;;;;;;;;;;;;;;;;;
790;29;1;;;;;;;;;;;;;;;;;;;;;;;
791;29;1;;;;;;;;;;;;;;;;;;;;;;;
792;29;1;;;;;;;;;;;;;;;;;;;;;;;
793;29;1;;;;;;;;;;;;;;;;;;;;;;;
794;29;2;;;;;;;;;;;;;;;;;;;;;;;
795;29;2;;;;;;;;;;;;;;;;;;;;;;;
796;29;2;;;;;;;;;;;;;;;;;;;;;;;
797;29;2;;;;;;;;;;;;;;;;;;;;;;;
798;29;2;;;;;;;;;;;;;;;;;;;;;;;
799;29;2;;;;;;;;;;;;;;;;;;;;;;;
800;29;2;;;;;;;;;;;;;;;;;;;;;;;
801;29;2;;;;;;;;;;;;;;;;;;;;;;;
802;29;2;;;;;;;;;;;;;;;;;;;;;;;
803;29;3;;;;;;;;;;;;;;;;;;;;;;;
804;29;3;;;;;;;;;;;;;;;;;;;;;;;
805;29;3;;;;;;;;;;;;;;;;;;;;;;;
806;29;3;;;;;;;;;;;;;;;;;;;;;;;
807;29;3;;;;;;;;;;;;;;;;;;;;;;;
808;29;3;;;;;;;;;;;;;;;;;;;;;;;
809;29;3;;;;;;;;;;;;;;;;;;;;;;;
810;29;3;;;;;;;;;;;;;;;;;;;;;;;
811;29;4;;;;;;;;;;;;;;;;;;;;;;;
812;29;4;;;;;;;;;;;;;;;;;;;;;;;
813;29;4;;;;;;;;;;;;;;;;;;;;;;;
814;29;4;;;;;;;;;;;;;;;;;;;;;;;
815;29;4;;;;;;;;;;;;;;;;;;;;;;;
816;29;4;;;;;;;;;;;;;;;;;;;;;;;
817;29;4;;;;;;;;;;;;;;;;;;;;;;;
818;29;4;;;;;;;;;;;;;;;;;;;;;;;
819;30;1;;;;;;;;;;;;;;;;;;;;;;;
820;30;1;;;;;;;;;;;;;;;;;;;;;;;
821;30;1;;;;;;;;;;;;;;;;;;;;;;;
822;30;1;;;;;;;;;;;;;;;;;;;;;;;
823;30;1;;;;;;;;;;;;;;;;;;;;;;;
824;30;1;;;;;;;;;;;;;;;;;;;;;;;
825;30;1;;;;;;;;;;;;;;;;;;;;;;;
826;30;2;;;;;;;;;;;;;;;;;;;;;;;
827;30;2;;;;;;;;;;;;;;;;;;;;;;;
828;30;2;;;;;;;;;;;;;;;;;;;;;;;
829;30;2;;;;;;;;;;;;;;;;;;;;;;;
830;30;2;;;;;;;;;;;;;;;;;;;;;;;
831;30;2;;;;;;;;;;;;;;;;;;;;;;;
832;30;2;;;;;;;;;;;;;;;;;;;;;;;
833;30;3;;;;;;;;;;;;;;;;;;;;;;;
834;30;3;;;;;;;;;;;;;;;;;;;;;;;
835;30;3;;;;;;;;;;;;;;;;;;;;;;;
836;30;3;;;;;;;;;;;;;;;;;;;;;;;
837;30;3;;;;;;;;;;;;;;;;;;;;;;;
838;30;3;;;;;;;;;;;;;;;;;;;;;;;
839;30;3;;;;;;;;;;;;;;;;;;;;;;;
840;30;4;;;;;;;;;;;;;;;;;;;;;;;
841;30;4;;;;;;;;;;;;;;;;;;;;;;;
842;30;4;;;;;;;;;;;;;;;;;;;;;;;
843;30;4;;;;;;;;;;;;;;;;;;;;;;;
844;30;4;;;;;;;;;;;;;;;;;;;;;;;
845;30;4;;;;;;;;;;;;;;;;;;;;;;;
846;30;4;;;;;;;;;;;;;;;;;;;;;;;
847;30;4;;;;;;;;;;;;;;;;;;;;;;;
848;30;4;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
